system:time_start,LST_C_L5,LST_C_L7,LST_C_L8,LST_C_L9,year,month,day
1991-04-26,,,,,1991,4,26
1991-05-19,11.86,,,,1991,5,19
1991-06-13,,,,,1991,6,13
1991-06-20,,,,,1991,6,20
1991-07-06,23.499,,,,1991,7,6
1991-07-15,,,,,1991,7,15
1991-07-22,,,,,1991,7,22
1991-07-31,,,,,1991,7,31
1991-08-07,26.738,,,,1991,8,7
1991-08-16,,,,,1991,8,16
1991-08-23,,,,,1991,8,23
1991-09-01,18.895,,,,1991,9,1
1991-09-24,,,,,1991,9,24
1991-10-03,,,,,1991,10,3
1991-10-10,9.707,,,,1991,10,10
1991-10-26,-1.267,,,,1991,10,26
1991-11-11,,,,,1991,11,11
1992-01-23,-13.864,,,,1992,1,23
1992-02-08,,,,,1992,2,8
1992-02-15,,,,,1992,2,15
1992-03-02,-2.343,,,,1992,3,2
1992-03-11,,,,,1992,3,11
1992-03-18,,,,,1992,3,18
1992-04-03,,,,,1992,4,3
1992-04-12,0.477,,,,1992,4,12
1992-04-28,,,,,1992,4,28
1992-05-05,12.383,,,,1992,5,5
1992-05-14,23.716,,,,1992,5,14
1992-05-21,,,,,1992,5,21
1992-05-30,19.699,,,,1992,5,30
1992-06-15,,,,,1992,6,15
1992-06-22,,,,,1992,6,22
1992-07-01,,,,,1992,7,1
1992-07-17,,,,,1992,7,17
1992-07-24,22.418,,,,1992,7,24
1992-08-02,21.722,,,,1992,8,2
1992-08-09,31.823,,,,1992,8,9
1992-08-18,,,,,1992,8,18
1992-08-25,,,,,1992,8,25
1992-09-03,,,,,1992,9,3
1992-09-10,15.967,,,,1992,9,10
1992-09-19,,,,,1992,9,19
1992-09-26,18.563,,,,1992,9,26
1992-10-05,,,,,1992,10,5
1992-10-12,,,,,1992,10,12
1992-10-28,-3.591,,,,1992,10,28
1992-11-06,,,,,1992,11,6
1992-12-08,-18.642,,,,1992,12,8
1993-01-09,,,,,1993,1,9
1993-02-26,,,,,1993,2,26
1993-03-05,-14.94,,,,1993,3,5
1993-03-21,-2.343,,,,1993,3,21
1993-04-06,,,,,1993,4,6
1993-04-15,,,,,1993,4,15
1993-04-22,16.143,,,,1993,4,22
1993-05-01,20.214,,,,1993,5,1
1993-05-08,17.696,,,,1993,5,8
1993-05-17,19.59,,,,1993,5,17
1993-05-24,,,,,1993,5,24
1993-06-02,25.257,,,,1993,6,2
1993-06-09,23.436,,,,1993,6,9
1993-06-18,15.888,,,,1993,6,18
1993-06-25,,,,,1993,6,25
1993-07-04,25.081,,,,1993,7,4
1993-07-27,,,,,1993,7,27
1993-08-05,,,,,1993,8,5
1993-08-12,18.222,,,,1993,8,12
1993-08-21,,,,,1993,8,21
1993-09-06,,,,,1993,9,6
1993-09-22,20.558,,,,1993,9,22
1993-09-29,,,,,1993,9,29
1993-10-31,6.681,,,,1993,10,31
1993-11-25,-8.843,,,,1993,11,25
1994-01-12,,,,,1994,1,12
1994-02-13,,,,,1994,2,13
1994-02-20,,,,,1994,2,20
1994-03-17,,,,,1994,3,17
1994-03-24,,,,,1994,3,24
1994-04-09,,,,,1994,4,9
1994-04-25,,,,,1994,4,25
1994-05-04,11.869,,,,1994,5,4
1994-05-11,,,,,1994,5,11
1994-05-27,,,,,1994,5,27
1994-06-12,,,,,1994,6,12
1994-06-21,,,,,1994,6,21
1994-06-28,30.754,,,,1994,6,28
1994-07-14,,,,,1994,7,14
1994-07-23,23.815,,,,1994,7,23
1994-07-30,29.353,,,,1994,7,30
1994-08-08,,,,,1994,8,8
1994-08-15,,,,,1994,8,15
1994-08-24,,,,,1994,8,24
1994-08-31,17.106,,,,1994,8,31
1994-09-16,,,,,1994,9,16
1994-09-25,,,,,1994,9,25
1994-10-02,,,,,1994,10,2
1994-10-11,5.898,,,,1994,10,11
1994-10-18,0.689,,,,1994,10,18
1994-10-27,,,,,1994,10,27
1994-11-03,5.064,,,,1994,11,3
1995-01-31,-12.476,,,,1995,1,31
1995-02-07,,,,,1995,2,7
1995-03-11,-3.799,,,,1995,3,11
1995-04-05,,,,,1995,4,5
1995-04-21,,,,,1995,4,21
1995-05-23,11.842,,,,1995,5,23
1995-05-30,,,,,1995,5,30
1995-06-08,,,,,1995,6,8
1995-06-15,,,,,1995,6,15
1995-07-01,23.407,,,,1995,7,1
1995-07-10,27.88,,,,1995,7,10
1995-08-02,20.366,,,,1995,8,2
1995-08-11,20.287,,,,1995,8,11
1995-08-18,18.75,,,,1995,8,18
1995-09-03,,,,,1995,9,3
1995-09-12,,,,,1995,9,12
1995-10-21,,,,,1995,10,21
1995-11-15,,,,,1995,11,15
1995-11-22,-13.699,,,,1995,11,22
1996-03-13,,,,,1996,3,13
1996-03-29,,,,,1996,3,29
1996-04-07,0.477,,,,1996,4,7
1996-04-23,,,,,1996,4,23
1996-05-25,,,,,1996,5,25
1996-06-01,25.904,,,,1996,6,1
1996-06-17,,,,,1996,6,17
1996-07-03,,,,,1996,7,3
1996-07-19,,,,,1996,7,19
1996-08-04,,,,,1996,8,4
1996-08-20,19.9,,,,1996,8,20
1996-09-05,,,,,1996,9,5
1996-10-23,,,,,1996,10,23
1996-11-08,,,,,1996,11,8
1997-04-01,,,,,1997,4,1
1997-04-10,,,,,1997,4,10
1997-05-03,16.561,,,,1997,5,3
1997-05-19,18.563,,,,1997,5,19
1997-06-04,,,,,1997,6,4
1997-06-29,,,,,1997,6,29
1997-07-06,,,,,1997,7,6
1997-07-15,,,,,1997,7,15
1997-07-31,,,,,1997,7,31
1997-08-07,,,,,1997,8,7
1997-08-16,,,,,1997,8,16
1997-08-23,,,,,1997,8,23
1997-09-01,21.436,,,,1997,9,1
1997-09-08,,,,,1997,9,8
1997-09-17,18.364,,,,1997,9,17
1997-10-03,,,,,1997,10,3
1997-10-19,5.166,,,,1997,10,19
1997-11-04,-1.321,,,,1997,11,4
1997-11-20,-8.324,,,,1997,11,20
1997-11-27,,,,,1997,11,27
1998-01-14,,,,,1998,1,14
1998-01-30,-12.476,,,,1998,1,30
1998-02-15,1.168,,,,1998,2,15
1998-02-24,,,,,1998,2,24
1998-03-03,,,,,1998,3,3
1998-03-19,,,,,1998,3,19
1998-04-04,,,,,1998,4,4
1998-04-20,1.658,,,,1998,4,20
1998-04-29,,,,,1998,4,29
1998-05-15,,,,,1998,5,15
1998-05-31,,,,,1998,5,31
1998-06-07,,,,,1998,6,7
1998-07-18,,,,,1998,7,18
1998-08-03,,,,,1998,8,3
1998-08-10,25.36,,,,1998,8,10
1998-08-19,,,,,1998,8,19
1998-08-26,14.027,,,,1998,8,26
1998-09-04,,,,,1998,9,4
1998-09-20,,,,,1998,9,20
1998-09-27,,,,,1998,9,27
1998-10-13,,,,,1998,10,13
1998-10-22,6.101,,,,1998,10,22
1998-11-23,-26.011,,,,1998,11,23
1998-12-09,-20.093,,,,1998,12,9
1998-12-16,,,,,1998,12,16
1998-12-25,,,,,1998,12,25
1999-01-17,-7.027,,,,1999,1,17
1999-01-26,,,,,1999,1,26
1999-02-27,-2.343,,,,1999,2,27
1999-03-06,,,,,1999,3,6
1999-03-22,,,,,1999,3,22
1999-04-23,,,,,1999,4,23
1999-05-09,,,,,1999,5,9
1999-05-18,,,,,1999,5,18
1999-06-03,,,,,1999,6,3
1999-06-26,23.402,,,,1999,6,26
1999-07-05,30.672,,,,1999,7,5
1999-07-12,,,,,1999,7,12
1999-07-13,,,,,1999,7,13
1999-07-20,,26.53,,,1999,7,20
1999-07-21,,,,,1999,7,21
1999-07-28,,,,,1999,7,28
1999-07-29,,,,,1999,7,29
1999-08-05,,,,,1999,8,5
1999-08-06,,,,,1999,8,6
1999-08-13,,,,,1999,8,13
1999-08-14,,,,,1999,8,14
1999-08-21,,,,,1999,8,21
1999-08-22,,,,,1999,8,22
1999-08-29,,,,,1999,8,29
1999-08-30,,,,,1999,8,30
1999-09-06,,22.212,,,1999,9,6
1999-09-07,,,,,1999,9,7
1999-09-14,23.417,,,,1999,9,14
1999-09-15,,24.506,,,1999,9,15
1999-09-22,,,,,1999,9,22
1999-09-23,16.961,,,,1999,9,23
1999-09-30,,,,,1999,9,30
1999-10-01,,,,,1999,10,1
1999-10-08,,8.765,,,1999,10,8
1999-10-16,,,,,1999,10,16
1999-10-17,,,,,1999,10,17
1999-10-24,,10.319,,,1999,10,24
1999-11-01,11.166,,,,1999,11,1
1999-11-02,,,,,1999,11,2
1999-11-18,,,,,1999,11,18
1999-11-26,-2.343,,,,1999,11,26
1999-12-03,,,,,1999,12,3
1999-12-11,,,,,1999,12,11
1999-12-20,,-12.26,,,1999,12,20
2000-01-12,,-15.179,,,2000,1,12
2000-01-13,-16.835,,,,2000,1,13
2000-01-20,-20.562,,,,2000,1,20
2000-01-28,,-8.745,,,2000,1,28
2000-02-06,,,,,2000,2,6
2000-02-13,,,,,2000,2,13
2000-02-22,,,,,2000,2,22
2000-02-29,,,,,2000,2,29
2000-03-16,,,,,2000,3,16
2000-03-25,,,,,2000,3,25
2000-04-01,,,,,2000,4,1
2000-04-10,,,,,2000,4,10
2000-04-17,,,,,2000,4,17
2000-04-26,,20.784,,,2000,4,26
2000-05-03,,14.73,,,2000,5,3
2000-05-04,,,,,2000,5,4
2000-05-12,,,,,2000,5,12
2000-05-19,,,,,2000,5,19
2000-05-28,,21.107,,,2000,5,28
2000-06-04,,27.102,,,2000,6,4
2000-06-12,,,,,2000,6,12
2000-06-13,,28.356,,,2000,6,13
2000-06-20,,29.092,,,2000,6,20
2000-06-29,,,,,2000,6,29
2000-07-06,,,,,2000,7,6
2000-07-22,,,,,2000,7,22
2000-07-23,,,,,2000,7,23
2000-07-31,,,,,2000,7,31
2000-08-07,,,,,2000,8,7
2000-08-08,,,,,2000,8,8
2000-08-15,27.917,,,,2000,8,15
2000-08-16,,,,,2000,8,16
2000-08-23,,,,,2000,8,23
2000-08-31,,,,,2000,8,31
2000-09-01,,,,,2000,9,1
2000-09-09,20.361,,,,2000,9,9
2000-09-16,,,,,2000,9,16
2000-09-17,,,,,2000,9,17
2000-09-24,,16.126,,,2000,9,24
2000-10-19,,,,,2000,10,19
2000-10-27,,,,,2000,10,27
2000-11-03,10.089,,,,2000,11,3
2000-11-11,,4.098,,,2000,11,11
2000-11-19,1.605,,,,2000,11,19
2000-11-20,,,,,2000,11,20
2000-11-27,,,,,2000,11,27
2000-12-05,1.748,,,,2000,12,5
2000-12-06,,,,,2000,12,6
2000-12-13,,,,,2000,12,13
2000-12-14,,,,,2000,12,14
2000-12-21,-9.491,,,,2000,12,21
2000-12-22,,-8.059,,,2000,12,22
2000-12-29,,,,,2000,12,29
2001-01-14,,-10.837,,,2001,1,14
2001-01-15,-10.08,,,,2001,1,15
2001-01-30,,,,,2001,1,30
2001-01-31,,,,,2001,1,31
2001-02-08,,,,,2001,2,8
2001-02-15,,2.246,,,2001,2,15
2001-02-24,,,,,2001,2,24
2001-03-03,,,,,2001,3,3
2001-03-11,,,,,2001,3,11
2001-03-12,,,,,2001,3,12
2001-03-19,,,,,2001,3,19
2001-03-28,,,,,2001,3,28
2001-04-04,,,,,2001,4,4
2001-04-13,,,,,2001,4,13
2001-04-29,,18.021,,,2001,4,29
2001-05-15,,,,,2001,5,15
2001-05-22,,,,,2001,5,22
2001-05-23,20.067,,,,2001,5,23
2001-05-30,21.55,,,,2001,5,30
2001-05-31,,,,,2001,5,31
2001-06-07,,,,,2001,6,7
2001-06-08,,,,,2001,6,8
2001-06-23,,,,,2001,6,23
2001-07-01,,,,,2001,7,1
2001-07-02,,22.844,,,2001,7,2
2001-07-09,,,,,2001,7,9
2001-07-18,,,,,2001,7,18
2001-07-25,,,,,2001,7,25
2001-07-26,,,,,2001,7,26
2001-08-02,25.217,,,,2001,8,2
2001-08-03,,27.429,,,2001,8,3
2001-08-10,,,,,2001,8,10
2001-08-18,16.805,,,,2001,8,18
2001-08-26,,27.127,,,2001,8,26
2001-08-27,,,,,2001,8,27
2001-09-03,,,,,2001,9,3
2001-09-11,,,,,2001,9,11
2001-09-19,13.107,,,,2001,9,19
2001-09-20,,,,,2001,9,20
2001-10-06,,,,,2001,10,6
2001-10-13,,17.343,,,2001,10,13
2001-10-22,,,,,2001,10,22
2001-10-29,,,,,2001,10,29
2001-11-14,,,,,2001,11,14
2001-11-15,-4.91,,,,2001,11,15
2001-11-23,,,,,2001,11,23
2001-12-09,,-10.812,,,2001,12,9
2001-12-16,,,,,2001,12,16
2002-01-10,,,,,2002,1,10
2002-01-17,,,,,2002,1,17
2002-02-02,,,,,2002,2,2
2002-02-03,-0.081,,,,2002,2,3
2002-02-10,,,,,2002,2,10
2002-02-11,,,,,2002,2,11
2002-02-18,,,,,2002,2,18
2002-02-19,,,,,2002,2,19
2002-02-27,,,,,2002,2,27
2002-03-06,,1.601,,,2002,3,6
2002-03-15,,1.601,,,2002,3,15
2002-03-23,,,,,2002,3,23
2002-03-31,,,,,2002,3,31
2002-04-07,,,,,2002,4,7
2002-04-16,,,,,2002,4,16
2002-04-23,,,,,2002,4,23
2002-05-02,,23.808,,,2002,5,2
2002-05-09,,24.275,,,2002,5,9
2002-05-17,26.071,,,,2002,5,17
2002-05-18,,,,,2002,5,18
2002-05-25,,22.958,,,2002,5,25
2002-06-03,,23.93,,,2002,6,3
2002-06-10,,,,,2002,6,10
2002-06-11,16.865,,,,2002,6,11
2002-06-18,31.49,,,,2002,6,18
2002-06-19,,35.17,,,2002,6,19
2002-06-26,,,,,2002,6,26
2002-06-27,24.655,,,,2002,6,27
2002-07-05,,20.95,,,2002,7,5
2002-07-12,,22.127,,,2002,7,12
2002-07-21,,25.629,,,2002,7,21
2002-07-28,,24.377,,,2002,7,28
2002-08-22,,,,,2002,8,22
2002-08-29,,22.331,,,2002,8,29
2002-09-07,,,,,2002,9,7
2002-09-14,,,,,2002,9,14
2002-09-30,,,,,2002,9,30
2002-10-16,,,,,2002,10,16
2002-10-25,,,,,2002,10,25
2002-11-01,,,,,2002,11,1
2002-11-10,,,,,2002,11,10
2002-11-17,,4.312,,,2002,11,17
2002-11-26,,,,,2002,11,26
2002-12-12,,-4.704,,,2002,12,12
2002-12-19,,,,,2002,12,19
2003-01-20,,,,,2003,1,20
2003-01-29,,,,,2003,1,29
2003-02-05,,,,,2003,2,5
2003-02-14,,-8.059,,,2003,2,14
2003-02-21,,-3.396,,,2003,2,21
2003-03-18,,-1.024,,,2003,3,18
2003-03-25,,1.89,,,2003,3,25
2003-04-10,,,,,2003,4,10
2003-04-19,,,,,2003,4,19
2003-04-26,,5.893,,,2003,4,26
2003-05-05,,29.343,,,2003,5,5
2003-05-12,,,,,2003,5,12
2003-05-21,,,,,2003,5,21
2003-05-28,,,,,2003,5,28
2003-06-30,24.624,,,,2003,6,30
2003-07-07,,,,,2003,7,7
2003-07-15,,25.072,,,2003,7,15
2003-07-16,28.824,,,,2003,7,16
2003-07-23,,,,,2003,7,23
2003-08-01,,,,,2003,8,1
2003-08-17,,,,,2003,8,17
2003-08-24,,,,,2003,8,24
2003-09-09,,,,,2003,9,9
2003-09-17,,21.039,,,2003,9,17
2003-09-18,22.484,,,,2003,9,18
2003-09-25,12.671,,,,2003,9,25
2003-09-26,,18.972,,,2003,9,26
2003-10-04,,,,,2003,10,4
2003-10-28,,,,,2003,10,28
2003-11-13,,,,,2003,11,13
2003-11-29,,,,,2003,11,29
2003-12-15,,,,,2003,12,15
2003-12-22,,,,,2003,12,22
2004-01-08,-6.429,,,,2004,1,8
2004-01-23,,,,,2004,1,23
2004-01-24,,,,,2004,1,24
2004-01-31,-9.456,,,,2004,1,31
2004-02-17,,,,,2004,2,17
2004-02-25,,,,,2004,2,25
2004-03-12,-4.657,,,,2004,3,12
2004-03-19,,,,,2004,3,19
2004-03-27,,,,,2004,3,27
2004-04-04,,,,,2004,4,4
2004-04-13,,,,,2004,4,13
2004-04-20,,,,,2004,4,20
2004-04-28,,,,,2004,4,28
2004-05-15,,,,,2004,5,15
2004-05-22,,,,,2004,5,22
2004-05-30,,22.529,,,2004,5,30
2004-05-31,16.044,,,,2004,5,31
2004-06-07,,,,,2004,6,7
2004-06-08,,,,,2004,6,8
2004-06-15,,,,,2004,6,15
2004-06-16,13.233,,,,2004,6,16
2004-06-23,,,,,2004,6,23
2004-06-24,,20.636,,,2004,6,24
2004-07-09,,,,,2004,7,9
2004-07-18,,,,,2004,7,18
2004-07-25,,,,,2004,7,25
2004-08-02,,20.921,,,2004,8,2
2004-08-03,,,,,2004,8,3
2004-08-10,24.882,,,,2004,8,10
2004-08-19,23.984,,,,2004,8,19
2004-08-26,,,,,2004,8,26
2004-09-03,,24.024,,,2004,9,3
2004-09-04,,,,,2004,9,4
2004-09-11,,,,,2004,9,11
2004-09-19,,,,,2004,9,19
2004-09-20,,,,,2004,9,20
2004-10-05,,20.531,,,2004,10,5
2004-10-22,,,,,2004,10,22
2004-10-30,,,,,2004,10,30
2004-11-07,,,,,2004,11,7
2004-11-14,,,,,2004,11,14
2004-11-30,,,,,2004,11,30
2004-12-01,,-0.361,,,2004,12,1
2004-12-08,,,,,2004,12,8
2004-12-09,-2.156,,,,2004,12,9
2004-12-16,-5.244,,,,2004,12,16
2004-12-17,,,,,2004,12,17
2004-12-25,,,,,2004,12,25
2005-01-10,,,,,2005,1,10
2005-01-17,-5.835,,,,2005,1,17
2005-01-18,,,,,2005,1,18
2005-02-27,,,,,2005,2,27
2005-03-06,,,,,2005,3,6
2005-03-30,,,,,2005,3,30
2005-03-31,-0.541,,,,2005,3,31
2005-04-15,,,,,2005,4,15
2005-04-16,,,,,2005,4,16
2005-04-24,,,,,2005,4,24
2005-05-01,,,,,2005,5,1
2005-05-02,23.671,,,,2005,5,2
2005-05-09,,,,,2005,5,9
2005-05-10,,,,,2005,5,10
2005-05-25,,,,,2005,5,25
2005-05-26,,25.598,,,2005,5,26
2005-06-02,,21.896,,,2005,6,2
2005-06-03,23.767,,,,2005,6,3
2005-06-10,,,,,2005,6,10
2005-06-19,23.72,,,,2005,6,19
2005-06-26,,,,,2005,6,26
2005-06-27,,,,,2005,6,27
2005-07-04,,21.609,,,2005,7,4
2005-07-12,,,,,2005,7,12
2005-07-20,,,,,2005,7,20
2005-07-21,,,,,2005,7,21
2005-07-28,34.061,,,,2005,7,28
2005-07-29,,,,,2005,7,29
2005-08-05,,,,,2005,8,5
2005-08-06,,,,,2005,8,6
2005-08-13,,,,,2005,8,13
2005-08-29,23.57,,,,2005,8,29
2005-09-07,25.276,,,,2005,9,7
2005-09-14,,,,,2005,9,14
2005-09-22,,,,,2005,9,22
2005-09-23,18.39,,,,2005,9,23
2005-10-01,,,,,2005,10,1
2005-10-08,,14.637,,,2005,10,8
2005-10-09,15.953,,,,2005,10,9
2005-10-16,11.189,,,,2005,10,16
2005-10-25,,,,,2005,10,25
2005-11-01,10.368,,,,2005,11,1
2005-11-09,,9.261,,,2005,11,9
2005-11-10,5.18,,,,2005,11,10
2005-11-18,,,,,2005,11,18
2005-12-04,,,,,2005,12,4
2006-01-28,,-7.378,,,2006,1,28
2006-02-05,,,,,2006,2,5
2006-02-06,,-13.707,,,2006,2,6
2006-02-13,,,,,2006,2,13
2006-02-14,,,,,2006,2,14
2006-02-21,-1.773,,,,2006,2,21
2006-04-03,,,,,2006,4,3
2006-04-19,,,,,2006,4,19
2006-05-04,,,,,2006,5,4
2006-05-05,18.723,,,,2006,5,5
2006-05-12,22.135,,,,2006,5,12
2006-05-28,,,,,2006,5,28
2006-06-05,,,,,2006,6,5
2006-06-13,,,,,2006,6,13
2006-06-14,,29.728,,,2006,6,14
2006-06-21,,29.829,,,2006,6,21
2006-06-22,22.057,,,,2006,6,22
2006-06-29,,,,,2006,6,29
2006-07-08,,,,,2006,7,8
2006-07-15,21.824,,,,2006,7,15
2006-07-16,,,,,2006,7,16
2006-07-24,26.705,,,,2006,7,24
2006-07-31,25.231,,,,2006,7,31
2006-08-09,,,,,2006,8,9
2006-08-16,,,,,2006,8,16
2006-08-25,,,,,2006,8,25
2006-09-01,,,,,2006,9,1
2006-09-10,21.633,,,,2006,9,10
2006-09-17,19.864,,,,2006,9,17
2006-09-25,,,,,2006,9,25
2006-09-26,,,,,2006,9,26
2006-10-03,,,,,2006,10,3
2006-10-12,,,,,2006,10,12
2006-10-19,17.733,,,,2006,10,19
2006-10-27,,,,,2006,10,27
2006-10-28,,,,,2006,10,28
2006-11-29,,,,,2006,11,29
2006-12-06,,,,,2006,12,6
2006-12-07,,,,,2006,12,7
2006-12-14,,0.951,,,2006,12,14
2006-12-23,,,,,2006,12,23
2006-12-31,,,,,2006,12,31
2007-01-07,,,,,2007,1,7
2007-01-08,,,,,2007,1,8
2007-01-15,,0.007,,,2007,1,15
2007-01-16,,,,,2007,1,16
2007-02-01,,,,,2007,2,1
2007-02-08,,,,,2007,2,8
2007-02-09,,,,,2007,2,9
2007-02-17,-1.077,,,,2007,2,17
2007-02-24,,,,,2007,2,24
2007-03-05,0.584,,,,2007,3,5
2007-03-12,2.326,,,,2007,3,12
2007-03-13,,,,,2007,3,13
2007-03-29,,,,,2007,3,29
2007-04-05,,4.159,,,2007,4,5
2007-04-14,,,,,2007,4,14
2007-04-21,,17.531,,,2007,4,21
2007-04-29,,,,,2007,4,29
2007-04-30,,17.087,,,2007,4,30
2007-05-08,,,,,2007,5,8
2007-05-23,,,,,2007,5,23
2007-05-24,,,,,2007,5,24
2007-05-31,,,,,2007,5,31
2007-06-08,,27.768,,,2007,6,8
